start_date,end_date,q01,q02,q04_01,q04_02,q04_03,q04_04,q04_05,q04_06,q05,q07_01,q07_02,q07_03,q07_04,q07_05,q07_06,q07_07,q07_08,q07_09,q07_10,q07_11,q08_01,q08_02,q08_03,q08_04,q08_05,q08_06,q08_07,q08_08,q08_09,q08_10,q08_11,q08_12,q10_01,q10_02,q10_03,q10_04,q10_05,q10_06,q10_07,q10_08,q11_01,q11_02,q11_03,q11_04,q11_05,q12_01,q12_02,q12_03,q12_04,q12_05,q12_06,q12_07,q13,q14,q15,q17,q18,q19_01,q19_02,q19_03,q19_04,q19_05,q19_06,q19_07,q20_01,q20_02,q20_03,q20_04,q20_05,q20_06,q21_01,q21_02,q21_03,q21_04,q22,q24,q25_01,q25_02,q25_03,q26,q28,q29,q30,q34,q35,q36,racethn4,educ4,age3,has_children,orientation,weight,is_employed,employment_status
2018-05-13 04:30:00,2018-05-13 04:36:00,0.3333333333333333,0.0,True,True,True,True,True,False,False,0.75,0.75,1.0,0.5,0.75,0.25,0.75,0.5,0.5,1.0,0.0,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,Other (please specify),0.0,,True,1.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,Married,False,False,True,Other,White,High school or G.E.D.,Alabama,"$25,000-$49,999",East South Central,Android Phone / Tablet,White,High school or less,35 - 64,False,Other,5.954693799999999,True,working full-time
2018-05-13 06:09:00,2018-05-13 06:15:00,0.6666666666666666,0.6666666666666666,False,False,False,True,False,False,False,0.25,0.25,1.0,0.25,0.5,0.25,1.0,0.0,0.75,0.75,0.0,False,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Divorced,True,False,False,Straight,White,High school or G.E.D.,Georgia,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,White,High school or less,18 - 34,True,Straight,8.643673599,False,looking for work
2018-05-13 06:11:00,2018-05-13 06:16:00,1.0,0.0,True,True,False,False,True,False,True,0.25,0.25,0.5,0.5,1.0,0.0,1.0,0.25,0.25,0.75,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,1.0,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,Married,False,True,False,Straight,White,Associate's degree,Texas,"$75,000-$99,999",West South Central,MacOS Desktop / Laptop,White,Some college,65 and up,True,Straight,0.600430108,False,not looking for work
2018-05-13 06:15:00,2018-05-13 06:20:00,0.6666666666666666,0.3333333333333333,True,False,False,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Married,False,True,False,Straight,White,Post graduate degree,California,"$150,000-$174,999",Pacific,Windows Desktop / Laptop,White,Post graduate degree,65 and up,True,Straight,0.059756492,False,retired
2018-05-13 06:24:00,2018-05-13 06:32:00,0.6666666666666666,0.6666666666666666,True,True,True,True,True,False,False,0.5,0.5,0.0,0.25,0.75,0.25,1.0,0.0,0.5,0.75,0.5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,,1.0,False,True,1.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,Married,False,True,False,Straight,White,Post graduate degree,Tennessee,"$125,000-$149,999",East South Central,iOS Phone / Tablet,White,Post graduate degree,35 - 64,True,Straight,0.068464567,True,working part-time
2018-05-13 06:24:00,2018-05-13 06:34:00,0.6666666666666666,0.0,True,True,False,False,False,False,True,0.25,0.25,0.75,0.5,0.25,0.75,1.0,0.5,0.5,0.75,0.5,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Widowed,False,True,False,Straight,White,Post graduate degree,Washington,"$25,000-$49,999",Pacific,iOS Phone / Tablet,White,Post graduate degree,65 and up,True,Straight,0.019744451,False,retired
2018-05-13 06:41:00,2018-05-13 06:49:00,1.0,1.0,True,False,False,False,False,False,True,0.5,0.5,0.5,,0.5,0.0,1.0,0.25,0.5,1.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Married,False,True,False,Straight,White,High school or G.E.D.,Pennsylvania,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop,White,High school or less,65 and up,True,Straight,1.743824365,False,retired
2018-05-13 08:00:00,2018-05-13 08:13:00,0.6666666666666666,0.3333333333333333,True,False,False,False,False,False,True,0.5,0.5,0.25,0.75,0.75,0.25,1.0,1.0,0.75,0.75,0.5,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,You weren't sure it was sexual harassment,0.0,,True,0.75,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Divorced,False,True,False,Straight,White,High school or G.E.D.,Arizona,"$50,000-$74,999",Mountain,Android Phone / Tablet,White,High school or less,35 - 64,True,Straight,1.6159438519999998,True,working full-time
2018-05-13 08:05:00,2018-05-13 08:09:00,1.0,0.6666666666666666,True,False,False,False,False,False,True,0.5,0.75,0.25,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,Married,False,False,True,Straight,White,Associate's degree,Florida,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,White,Some college,65 and up,False,Straight,0.635442753,False,retired
2018-05-13 08:09:00,2018-05-13 08:13:00,0.6666666666666666,0.0,True,False,False,False,False,False,True,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,,0.0,,True,1.0,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,Never married,True,False,False,Straight,Other,Did not complete high school,Arizona,"$0-$9,999",Mountain,Android Phone / Tablet,Other,High school or less,18 - 34,True,Straight,6.360036505,True,working full-time
2018-05-13 08:31:00,2018-05-13 08:38:00,0.3333333333333333,0.3333333333333333,False,False,True,False,False,False,False,0.5,0.25,0.5,0.5,1.0,0.75,1.0,0.0,0.75,0.75,0.5,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,0.5,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,Divorced,False,True,False,Straight,White,Post graduate degree,Nebraska,"$100,000-$124,999",West North Central,Windows Desktop / Laptop,White,Post graduate degree,65 and up,True,Straight,0.076899939,False,retired
2018-05-13 08:50:00,2018-05-13 08:54:00,1.0,0.3333333333333333,True,False,False,False,False,False,True,0.25,0.25,0.0,0.25,1.0,1.0,0.25,0.5,0.0,0.0,0.75,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,0.75,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,Never married,False,False,True,Gay,White,Post graduate degree,New York,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop,White,Post graduate degree,65 and up,False,Gay/Bisexual,0.069031279,False,looking for work
2018-05-13 08:59:00,2018-05-13 09:16:00,0.6666666666666666,0.3333333333333333,True,True,False,False,False,True,True,0.5,0.25,0.0,0.25,1.0,0.0,1.0,0.75,0.25,0.25,0.25,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,,1.0,True,False,0.5,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,Widowed,False,True,False,Straight,White,Post graduate degree,Texas,"$200,000+",West South Central,Windows Desktop / Laptop,White,Post graduate degree,65 and up,True,Straight,0.059076967,True,working full-time
2018-05-13 09:10:00,2018-05-13 09:18:00,0.6666666666666666,1.0,True,False,False,False,False,False,True,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.75,0.75,1.0,0.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,,1.0,False,True,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,Married,False,False,True,Straight,White,Post graduate degree,Montana,"$125,000-$149,999",Mountain,iOS Phone / Tablet,White,Post graduate degree,35 - 64,False,Straight,0.019744451,True,working full-time
2018-05-13 09:21:00,2018-05-13 09:34:00,1.0,1.0,True,True,True,False,True,False,False,0.75,,1.0,0.5,0.5,0.25,1.0,0.0,0.5,0.75,0.5,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,0.5,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,Widowed,False,True,False,Straight,White,Some college,West Virginia,"$75,000-$99,999",South Atlantic,Other,White,Some college,65 and up,True,Straight,0.58030604,False,not looking for work
2018-05-13 09:48:00,2018-05-13 09:53:00,0.6666666666666666,0.3333333333333333,True,True,True,False,True,False,False,0.25,0.25,0.0,0.25,1.0,0.25,1.0,0.0,0.0,0.75,0.5,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,,1.0,True,False,,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,Married,True,True,False,Straight,White,College graduate,Washington,"$75,000-$99,999",Pacific,Windows Desktop / Laptop,White,College or more,35 - 64,True,Straight,0.397412793,True,working full-time
2018-05-13 09:52:00,2018-05-13 10:01:00,0.6666666666666666,0.6666666666666666,True,True,True,False,True,False,False,0.0,0.5,0.25,0.5,1.0,0.25,0.5,0.0,0.25,0.75,0.25,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,,0.6666666666666666,False,True,0.75,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,Married,False,True,False,Bisexual,White,Post graduate degree,California,"$50,000-$74,999",Pacific,Android Phone / Tablet,White,Post graduate degree,35 - 64,True,Gay/Bisexual,0.060706517,True,working full-time
2018-05-13 10:04:00,2018-05-13 10:15:00,0.6666666666666666,0.6666666666666666,True,False,False,False,False,False,False,0.25,0.25,0.0,0.25,0.5,0.25,1.0,0.25,0.25,0.75,0.25,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,1.0,False,False,1.0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,Married,True,True,False,Straight,Other,College graduate,North Carolina,"$175,000-$199,999",South Atlantic,Android Phone / Tablet,Other,College or more,35 - 64,True,Straight,0.540320612,True,working full-time
2018-05-13 10:18:00,2018-05-13 10:23:00,1.0,0.0,True,True,True,False,True,False,True,0.25,0.25,0.5,0.5,0.5,0.25,1.0,0.5,0.0,0.0,0.25,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,,1.0,False,False,1.0,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,Never married,False,False,True,Straight,Other,College graduate,New York,"$175,000-$199,999",Middle Atlantic,iOS Phone / Tablet,Other,College or more,18 - 34,False,Straight,2.448233419,True,working full-time
2018-05-13 10:52:00,2018-05-13 10:58:00,1.0,1.0,True,False,False,False,False,False,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,1.0,0.25,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Widowed,True,False,False,Straight,White,Post graduate degree,New York,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop,White,Post graduate degree,65 and up,True,Straight,0.069031279,False,retired
2018-05-13 10:58:00,2018-05-13 11:10:00,1.0,0.6666666666666666,True,False,False,False,False,False,True,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.25,0.25,1.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,0.0,,True,1.0,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,Never married,True,False,False,Straight,Other,High school or G.E.D.,Texas,"$25,000-$49,999",West South Central,Android Phone / Tablet,Other,High school or less,18 - 34,True,Straight,6.373155786,True,working full-time
2018-05-13 11:01:00,2018-05-13 11:06:00,0.0,0.3333333333333333,True,False,True,False,True,False,True,0.25,0.25,0.0,0.0,1.0,0.75,0.0,0.5,0.0,0.75,0.5,False,True,True,False,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,You didn't want to get involved,0.0,,False,0.25,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,Never married,False,False,True,Bisexual,Other,Some college,Iowa,"$10,000-$24,999",West North Central,iOS Phone / Tablet,Other,Some college,18 - 34,False,Gay/Bisexual,5.018494811,True,working part-time
2018-05-13 11:38:00,2018-05-13 11:44:00,0.6666666666666666,0.6666666666666666,True,True,True,True,True,False,True,0.5,0.5,0.5,0.25,0.75,0.75,1.0,0.25,0.5,0.25,0.25,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Never married,False,False,True,Straight,White,Some college,Texas,"$25,000-$49,999",West South Central,Windows Desktop / Laptop,White,Some college,35 - 64,False,Straight,0.6205287420000001,False,looking for work
2018-05-13 11:45:00,2018-05-13 11:48:00,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,True,0.0,0.0,0.5,0.25,0.25,0.0,0.75,0.0,0.0,1.0,0.5,True,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,No answer,0.6666666666666666,,True,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,Never married,False,False,True,Bisexual,Black,College graduate,North Carolina,"$0-$9,999",South Atlantic,iOS Phone / Tablet,Black,College or more,18 - 34,False,Gay/Bisexual,2.274910848,True,working full-time
2018-05-13 12:31:00,2018-05-13 12:37:00,1.0,0.6666666666666666,True,True,True,False,False,False,False,0.5,0.75,0.25,0.5,1.0,0.0,1.0,0.0,0.0,0.75,1.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,0.75,True,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,True,False,Married,False,True,False,Straight,White,College graduate,Florida,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,College or more,65 and up,True,Straight,0.5124084210000001,False,retired
2018-05-13 12:46:00,2018-05-13 12:53:00,1.0,0.3333333333333333,True,False,True,False,False,False,False,0.25,0.25,0.5,0.5,0.5,0.0,1.0,0.0,0.75,0.75,0.5,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,Married,False,True,False,Straight,White,High school or G.E.D.,Illinois,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,White,High school or less,65 and up,True,Straight,2.237947368,False,retired
2018-05-13 12:58:00,2018-05-13 01:05:00,0.6666666666666666,0.6666666666666666,True,False,False,False,True,False,False,0.5,0.25,0.5,0.75,1.0,0.25,1.0,1.0,0.25,1.0,1.0,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,1.0,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,Married,False,True,False,Straight,White,Associate's degree,Florida,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,Some college,35 - 64,True,Straight,0.676830156,False,retired
2018-05-13 01:15:00,2018-05-13 01:20:00,0.6666666666666666,0.3333333333333333,True,True,False,False,False,False,True,0.25,0.25,0.25,0.5,1.0,0.25,1.0,0.25,0.5,1.0,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,1.0,False,False,1.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Married,False,True,False,Straight,White,Some college,California,"$100,000-$124,999",Pacific,Windows Desktop / Laptop,White,Some college,65 and up,True,Straight,0.615179712,True,working full-time
2018-05-13 01:17:00,2018-05-13 01:21:00,0.6666666666666666,0.0,True,True,True,False,True,False,True,0.25,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.75,1.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,1.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,Married,False,False,False,Straight,White,College graduate,Vermont,Prefer not to answer,New England,Windows Desktop / Laptop,White,College or more,35 - 64,,Straight,0.644454454,False,retired
2018-05-13 01:20:00,2018-05-13 01:28:00,1.0,0.6666666666666666,True,False,False,False,False,False,False,0.0,0.25,1.0,0.5,1.0,0.0,1.0,0.25,0.25,1.0,0.25,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,Married,False,True,False,Straight,White,Associate's degree,California,"$100,000-$124,999",Pacific,Windows Desktop / Laptop,White,Some college,35 - 64,True,Straight,0.6551752160000001,False,not looking for work
2018-05-13 02:24:00,2018-05-13 02:29:00,0.6666666666666666,1.0,False,False,False,True,False,False,True,0.5,0.5,0.5,0.25,1.0,1.0,0.0,0.25,0.5,0.25,0.0,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,You didn't want to get involved,1.0,False,False,0.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Married,False,False,True,Gay,White,Some college,Arizona,"$100,000-$124,999",Mountain,Android Phone / Tablet,White,Some college,35 - 64,False,Gay/Bisexual,0.521199436,True,working full-time
2018-05-13 03:23:00,2018-05-13 03:31:00,0.3333333333333333,0.6666666666666666,True,True,True,True,True,False,True,0.5,0.5,0.25,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.25,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,1.0,True,True,1.0,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,Married,True,False,False,Straight,White,Some college,Texas,"$75,000-$99,999",West South Central,Android Phone / Tablet,White,Some college,35 - 64,True,Straight,0.6205287420000001,True,working full-time
2018-05-13 03:37:00,2018-05-13 03:42:00,1.0,0.3333333333333333,True,True,True,False,False,True,False,0.5,0.5,,0.5,0.75,,,0.0,0.25,1.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,1.0,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,Widowed,False,True,False,Straight,White,High school or G.E.D.,Florida,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,White,High school or less,65 and up,True,Straight,1.986332063,False,not looking for work
2018-05-13 03:52:00,2018-05-13 03:57:00,1.0,0.6666666666666666,True,True,False,False,False,False,False,0.25,0.25,0.5,1.0,0.25,0.25,1.0,0.25,,0.75,0.25,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,,0.0,,True,1.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,Married,False,True,False,Straight,White,Associate's degree,Missouri,"$50,000-$74,999",West North Central,Windows Desktop / Laptop,White,Some college,35 - 64,True,Straight,0.865655031,True,working full-time
2018-05-13 04:46:00,2018-05-13 04:54:00,0.6666666666666666,0.6666666666666666,True,True,True,False,True,False,False,0.5,0.5,0.5,0.5,1.0,0.25,1.0,0.0,0.5,0.75,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,1.0,False,False,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,Married,False,True,False,Straight,White,College graduate,Ohio,"$75,000-$99,999",East North Central,iOS Phone / Tablet,White,College or more,35 - 64,True,Straight,1.065552675,True,working full-time
2018-05-13 05:03:00,2018-05-13 05:08:00,0.6666666666666666,0.3333333333333333,False,False,True,False,False,False,True,0.25,0.0,0.25,0.25,1.0,0.25,0.25,0.0,0.5,0.25,0.0,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Married,False,True,False,Straight,White,Some college,Idaho,"$125,000-$149,999",Mountain,iOS Phone / Tablet,White,Some college,65 and up,True,Straight,0.379865965,False,retired
2018-05-13 05:16:00,2018-05-13 05:22:00,0.3333333333333333,0.0,True,False,False,False,False,False,True,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.25,1.0,0.5,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,,0.0,,False,0.75,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Never married,False,False,True,Straight,White,High school or G.E.D.,Illinois,"$50,000-$74,999",East North Central,Android Phone / Tablet,White,High school or less,35 - 64,False,Straight,2.3160406559999998,True,working part-time
2018-05-13 05:44:00,2018-05-13 05:48:00,0.6666666666666666,0.3333333333333333,True,True,True,False,True,False,True,0.25,0.25,0.25,0.25,1.0,0.25,1.0,0.25,0.25,0.75,0.25,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,0.5,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,Married,False,False,True,Straight,White,Post graduate degree,Georgia,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,Post graduate degree,65 and up,False,Straight,0.0749326,False,retired
2018-05-13 06:03:00,2018-05-13 06:07:00,0.6666666666666666,0.6666666666666666,True,False,False,False,False,False,False,0.5,0.5,1.0,0.75,1.0,0.75,1.0,0.25,0.75,1.0,0.5,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,0.75,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,Divorced,False,True,False,Straight,White,College graduate,Oregon,"$75,000-$99,999",Pacific,iOS Phone / Tablet,White,College or more,65 and up,True,Straight,0.44249484899999997,False,retired
2018-05-13 06:25:00,2018-05-13 06:33:00,1.0,0.3333333333333333,True,True,True,False,False,True,True,0.25,0.25,0.25,0.5,0.5,0.0,1.0,0.5,0.5,0.75,0.25,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,,1.0,True,True,1.0,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,Married,True,False,False,Straight,White,Associate's degree,Louisiana,"$100,000-$124,999",West South Central,iOS Phone / Tablet,White,Some college,18 - 34,True,Straight,3.120131904,True,working full-time
2018-05-13 06:42:00,2018-05-13 06:48:00,0.6666666666666666,0.3333333333333333,True,False,False,False,False,False,True,0.25,0.25,0.5,0.75,1.0,0.5,0.75,0.0,0.25,0.25,0.0,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,0.75,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,Divorced,False,False,True,Straight,White,Post graduate degree,Washington,"$25,000-$49,999",Pacific,Windows Desktop / Laptop,White,Post graduate degree,65 and up,False,Straight,0.019744451,False,not looking for work
2018-05-13 07:33:00,2018-05-13 07:39:00,1.0,0.6666666666666666,True,False,False,False,False,False,True,0.25,0.25,0.5,0.5,0.5,0.25,1.0,0.5,0.5,0.5,0.5,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,1.0,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,Married,False,True,False,Straight,White,Some college,Nevada,Prefer not to answer,Mountain,Android Phone / Tablet,White,Some college,65 and up,True,Straight,0.504498341,False,retired
2018-05-13 08:21:00,2018-05-13 08:28:00,1.0,0.6666666666666666,True,False,False,True,True,False,True,0.25,0.25,0.25,0.5,1.0,0.25,0.25,0.25,0.25,0.75,0.25,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,,1.0,False,True,0.75,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Never married,False,False,True,Bisexual,White,College graduate,Vermont,"$25,000-$49,999",New England,iOS Phone / Tablet,White,College or more,35 - 64,False,Gay/Bisexual,0.644454454,True,working part-time
2018-05-13 08:38:00,2018-05-13 08:54:00,0.0,0.0,False,False,False,True,False,False,True,0.75,0.75,0.75,0.25,0.25,0.75,0.75,1.0,1.0,0.25,0.0,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,False,0.0,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,Never married,False,False,True,Other,White,High school or G.E.D.,California,"$0-$9,999",Pacific,Windows Desktop / Laptop,White,High school or less,18 - 34,False,Other,6.74145507,False,not looking for work
2018-05-13 09:32:00,2018-05-13 09:40:00,0.3333333333333333,0.0,False,True,False,False,False,False,True,0.75,0.75,1.0,0.25,1.0,0.5,1.0,0.5,0.25,0.75,0.25,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,1.0,False,True,1.0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,Never married,False,False,True,Straight,White,High school or G.E.D.,Minnesota,"$25,000-$49,999",West North Central,Android Phone / Tablet,White,High school or less,18 - 34,False,Straight,7.216792398,True,working part-time
